1534753214.175831 server started (53732): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1534753214.175884 on Darwin 17.7.0 Darwin Kernel Version 17.7.0: Fri Jul  6 19:54:51 PDT 2018; root:xnu-4570.71.3~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1534753214.177529 add peer 0x7f8a6b810a00: 8 (0x7f8a6b810000)
1534753214.177566 new client 0x7f8a6b810000
1534753214.177642 loading /usr/local/etc/tmux.conf
1534753214.177662 loading /Users/boomfaya/.tmux.conf
1534753214.177679 server loop enter
1534753214.177746 peer 0x7f8a6b810a00 message 100
1534753214.177759 client 0x7f8a6b810000 IDENTIFY_FLAGS 0x10000
1534753214.177775 peer 0x7f8a6b810a00 message 101
1534753214.177791 client 0x7f8a6b810000 IDENTIFY_TERM xterm-256color
1534753214.177802 peer 0x7f8a6b810a00 message 102
1534753214.177811 client 0x7f8a6b810000 IDENTIFY_TTYNAME /dev/ttys000
1534753214.177821 peer 0x7f8a6b810a00 message 108
1534753214.177838 client 0x7f8a6b810000 IDENTIFY_CWD /Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.177850 peer 0x7f8a6b810a00 message 104
1534753214.177860 client 0x7f8a6b810000 IDENTIFY_STDIN 6
1534753214.177869 peer 0x7f8a6b810a00 message 107
1534753214.177877 client 0x7f8a6b810000 IDENTIFY_CLIENTPID 53730
1534753214.177885 peer 0x7f8a6b810a00 message 105
1534753214.177899 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1534753214.177908 peer 0x7f8a6b810a00 message 105
1534753214.177917 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHELL=/bin/bash
1534753214.177925 peer 0x7f8a6b810a00 message 105
1534753214.177935 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM=xterm-256color
1534753214.177943 peer 0x7f8a6b810a00 message 105
1534753214.177956 client 0x7f8a6b810000 IDENTIFY_ENVIRON TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.177966 peer 0x7f8a6b810a00 message 105
1534753214.177976 client 0x7f8a6b810000 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.177984 peer 0x7f8a6b810a00 message 105
1534753214.177994 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=404
1534753214.178002 peer 0x7f8a6b810a00 message 105
1534753214.178012 client 0x7f8a6b810000 IDENTIFY_ENVIRON OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.178020 peer 0x7f8a6b810a00 message 105
1534753214.178029 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.178038 peer 0x7f8a6b810a00 message 105
1534753214.178047 client 0x7f8a6b810000 IDENTIFY_ENVIRON USER=boomfaya
1534753214.178055 peer 0x7f8a6b810a00 message 105
1534753214.178064 client 0x7f8a6b810000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.178073 peer 0x7f8a6b810a00 message 105
1534753214.178084 client 0x7f8a6b810000 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.178093 peer 0x7f8a6b810a00 message 105
1534753214.178103 client 0x7f8a6b810000 IDENTIFY_ENVIRON PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.178111 peer 0x7f8a6b810a00 message 105
1534753214.178120 client 0x7f8a6b810000 IDENTIFY_ENVIRON LANG=fr_FR.UTF-8
1534753214.178129 peer 0x7f8a6b810a00 message 105
1534753214.178138 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1534753214.178146 peer 0x7f8a6b810a00 message 105
1534753214.178155 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1534753214.178164 peer 0x7f8a6b810a00 message 105
1534753214.178173 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHLVL=1
1534753214.178181 peer 0x7f8a6b810a00 message 105
1534753214.178190 client 0x7f8a6b810000 IDENTIFY_ENVIRON HOME=/Users/boomfaya
1534753214.178199 peer 0x7f8a6b810a00 message 105
1534753214.178207 client 0x7f8a6b810000 IDENTIFY_ENVIRON LOGNAME=boomfaya
1534753214.178215 peer 0x7f8a6b810a00 message 105
1534753214.178224 client 0x7f8a6b810000 IDENTIFY_ENVIRON GOPATH=/Users/boomfaya/go
1534753214.178233 peer 0x7f8a6b810a00 message 105
1534753214.178243 client 0x7f8a6b810000 IDENTIFY_ENVIRON _=/usr/local/bin/tmux
1534753214.178271 peer 0x7f8a6b810a00 message 106
1534753214.178280 client 0x7f8a6b810000 name is /dev/ttys000
1534753214.178312 tty_resize: /dev/ttys000 now 241x53
1534753214.178324 peer 0x7f8a6b810a00 message 200
1534753214.178342 cmdq_next <global>: enter
1534753214.178355 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181610 cmd_find_current_client: no target, return 0x0
1534753214.181621 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181628 cmd_find_current_client: no target, return 0x0
1534753214.181639 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181646 cmd_find_current_client: no target, return 0x0
1534753214.181657 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181665 cmd_find_current_client: no target, return 0x0
1534753214.181676 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181698 cmd_find_current_client: no target, return 0x0
1534753214.181710 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181717 cmd_find_current_client: no target, return 0x0
1534753214.181728 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181735 cmd_find_current_client: no target, return 0x0
1534753214.181746 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181753 cmd_find_current_client: no target, return 0x0
1534753214.181764 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181771 cmd_find_current_client: no target, return 0x0
1534753214.181782 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181789 cmd_find_current_client: no target, return 0x0
1534753214.181799 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181807 cmd_find_current_client: no target, return 0x0
1534753214.181817 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181825 cmd_find_current_client: no target, return 0x0
1534753214.181836 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181847 cmd_find_current_client: no target, return 0x0
1534753214.181858 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181865 cmd_find_current_client: no target, return 0x0
1534753214.181876 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181884 cmd_find_current_client: no target, return 0x0
1534753214.181898 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181906 cmd_find_current_client: no target, return 0x0
1534753214.181917 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181924 cmd_find_current_client: no target, return 0x0
1534753214.181935 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181943 cmd_find_current_client: no target, return 0x0
1534753214.181954 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181961 cmd_find_current_client: no target, return 0x0
1534753214.181972 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181979 cmd_find_current_client: no target, return 0x0
1534753214.181990 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.181998 cmd_find_current_client: no target, return 0x0
1534753214.182009 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182016 cmd_find_current_client: no target, return 0x0
1534753214.182028 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182036 cmd_find_current_client: no target, return 0x0
1534753214.182046 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182054 cmd_find_current_client: no target, return 0x0
1534753214.182064 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182071 cmd_find_current_client: no target, return 0x0
1534753214.182082 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182089 cmd_find_current_client: no target, return 0x0
1534753214.182099 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182106 cmd_find_current_client: no target, return 0x0
1534753214.182117 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182125 cmd_find_current_client: no target, return 0x0
1534753214.182138 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182146 cmd_find_current_client: no target, return 0x0
1534753214.182156 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182163 cmd_find_current_client: no target, return 0x0
1534753214.182174 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182181 cmd_find_current_client: no target, return 0x0
1534753214.182192 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182199 cmd_find_current_client: no target, return 0x0
1534753214.182210 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182218 cmd_find_current_client: no target, return 0x0
1534753214.182228 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182235 cmd_find_current_client: no target, return 0x0
1534753214.182246 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182254 cmd_find_current_client: no target, return 0x0
1534753214.182264 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182287 cmd_find_current_client: no target, return 0x0
1534753214.182298 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182306 cmd_find_current_client: no target, return 0x0
1534753214.182317 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182324 cmd_find_current_client: no target, return 0x0
1534753214.182335 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182343 cmd_find_current_client: no target, return 0x0
1534753214.182354 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182361 cmd_find_current_client: no target, return 0x0
1534753214.182372 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182380 cmd_find_current_client: no target, return 0x0
1534753214.182391 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182399 cmd_find_current_client: no target, return 0x0
1534753214.182413 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182421 cmd_find_current_client: no target, return 0x0
1534753214.182432 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182440 cmd_find_current_client: no target, return 0x0
1534753214.182450 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182458 cmd_find_current_client: no target, return 0x0
1534753214.182468 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182476 cmd_find_current_client: no target, return 0x0
1534753214.182487 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182494 cmd_find_current_client: no target, return 0x0
1534753214.182505 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182513 cmd_find_current_client: no target, return 0x0
1534753214.182523 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182531 cmd_find_current_client: no target, return 0x0
1534753214.182542 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182549 cmd_find_current_client: no target, return 0x0
1534753214.182560 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182568 cmd_find_current_client: no target, return 0x0
1534753214.182578 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182586 cmd_find_current_client: no target, return 0x0
1534753214.182596 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182604 cmd_find_current_client: no target, return 0x0
1534753214.182615 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182623 cmd_find_current_client: no target, return 0x0
1534753214.182633 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182641 cmd_find_current_client: no target, return 0x0
1534753214.182652 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182660 cmd_find_current_client: no target, return 0x0
1534753214.182673 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182681 cmd_find_current_client: no target, return 0x0
1534753214.182695 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182703 cmd_find_current_client: no target, return 0x0
1534753214.182715 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182726 cmd_find_current_client: no target, return 0x0
1534753214.182742 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182753 cmd_find_current_client: no target, return 0x0
1534753214.182764 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182772 cmd_find_current_client: no target, return 0x0
1534753214.182783 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182791 cmd_find_current_client: no target, return 0x0
1534753214.182802 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182809 cmd_find_current_client: no target, return 0x0
1534753214.182820 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182828 cmd_find_current_client: no target, return 0x0
1534753214.182839 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182847 cmd_find_current_client: no target, return 0x0
1534753214.182858 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182866 cmd_find_current_client: no target, return 0x0
1534753214.182892 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182900 cmd_find_current_client: no target, return 0x0
1534753214.182913 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182921 cmd_find_current_client: no target, return 0x0
1534753214.182933 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182941 cmd_find_current_client: no target, return 0x0
1534753214.182954 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182962 cmd_find_current_client: no target, return 0x0
1534753214.182975 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.182983 cmd_find_current_client: no target, return 0x0
1534753214.183002 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183016 cmd_find_current_client: no target, return 0x0
1534753214.183037 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183118 cmd_find_current_client: no target, return 0x0
1534753214.183170 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183191 cmd_find_current_client: no target, return 0x0
1534753214.183214 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183229 cmd_find_current_client: no target, return 0x0
1534753214.183249 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183262 cmd_find_current_client: no target, return 0x0
1534753214.183282 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183296 cmd_find_current_client: no target, return 0x0
1534753214.183350 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183372 cmd_find_current_client: no target, return 0x0
1534753214.183394 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183407 cmd_find_current_client: no target, return 0x0
1534753214.183425 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183437 cmd_find_current_client: no target, return 0x0
1534753214.183455 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.183468 cmd_find_current_client: no target, return 0x0
1534753214.183484 cmdq_next <global>: callback[cfg_done] (1), flags 0
1534753214.183510 cmdq_next <global>: exit (empty)
1534753214.183532 cmdq_next <0x7f8a6b810000>: enter
1534753214.183545 cmdq_next <0x7f8a6b810000>: callback[cfg_client_done] (1), flags 0
1534753214.183557 unref client 0x7f8a6b810000 (4 references)
1534753214.183570 cmdq_next <0x7f8a6b810000>: command[new-session] (0), flags 0
1534753214.183580 cmd_find_target: target none, type session
1534753214.183588 cmd_find_target: item 0x7f8a69f2dca0, flags 0x42
1534753214.183599 cmd_find_target: error
1534753214.183621 new term: xterm-256color
1534753214.184101 xterm-256color override: XT=
1534753214.184121 xterm-256color override: Ms=\033]52;%p1%s;%p2%s\a
1534753214.184132 xterm-256color override: Cs=\033]12;%p1%s\a
1534753214.184141 xterm-256color override: Cr=\033]112\a
1534753214.184150 xterm-256color override: Ss=\033[%p1%d q
1534753214.184158 xterm-256color override: Se=\033[2 q
1534753214.184176 xterm-256color   0: AX: (flag) true
1534753214.184187 xterm-256color   1: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1534753214.184199 xterm-256color   2: bce: (flag) true
1534753214.184207 xterm-256color   3: bel: (string) \\007
1534753214.184215 xterm-256color   4: blink: (string) \\033[5m
1534753214.184223 xterm-256color   5: bold: (string) \\033[1m
1534753214.184230 xterm-256color   6: civis: (string) \\033[?25l
1534753214.184239 xterm-256color   7: clear: (string) \\033[H\\033[2J
1534753214.184251 xterm-256color   8: cnorm: (string) \\033[?12l\\033[?25h
1534753214.184263 xterm-256color   9: colors: (number) 256
1534753214.184272 xterm-256color  10: Cr: (string) \\033]112\\007
1534753214.184280 xterm-256color  11: Cs: (string) \\033]12;%p1%s\\007
1534753214.184287 xterm-256color  12: csr: (string) \\033[%i%p1%d;%p2%dr
1534753214.184295 xterm-256color  13: cub: (string) \\033[%p1%dD
1534753214.184303 xterm-256color  14: cub1: (string) \\010
1534753214.184311 xterm-256color  15: cud: (string) \\033[%p1%dB
1534753214.184318 xterm-256color  16: cud1: (string) \\012
1534753214.184345 xterm-256color  17: cuf: (string) \\033[%p1%dC
1534753214.184353 xterm-256color  18: cuf1: (string) \\033[C
1534753214.184361 xterm-256color  19: cup: (string) \\033[%i%p1%d;%p2%dH
1534753214.184368 xterm-256color  20: cuu: (string) \\033[%p1%dA
1534753214.184376 xterm-256color  21: cuu1: (string) \\033[A
1534753214.184383 xterm-256color  22: cvvis: (string) \\033[?12;25h
1534753214.184391 xterm-256color  23: dch: (string) \\033[%p1%dP
1534753214.184398 xterm-256color  24: dch1: (string) \\033[P
1534753214.184405 xterm-256color  25: dim: [missing]
1534753214.184413 xterm-256color  26: dl: (string) \\033[%p1%dM
1534753214.184420 xterm-256color  27: dl1: (string) \\033[M
1534753214.184427 xterm-256color  28: E3: [missing]
1534753214.184435 xterm-256color  29: ech: (string) \\033[%p1%dX
1534753214.184442 xterm-256color  30: ed: (string) \\033[J
1534753214.184450 xterm-256color  31: el: (string) \\033[K
1534753214.184457 xterm-256color  32: el1: (string) \\033[1K
1534753214.184464 xterm-256color  33: enacs: [missing]
1534753214.184471 xterm-256color  34: fsl: (string) \\007
1534753214.184479 xterm-256color  35: home: (string) \\033[H
1534753214.184486 xterm-256color  36: hpa: (string) \\033[%i%p1%dG
1534753214.184493 xterm-256color  37: ich: (string) \\033[%p1%d@
1534753214.184501 xterm-256color  38: ich1: [missing]
1534753214.184508 xterm-256color  39: il: (string) \\033[%p1%dL
1534753214.184516 xterm-256color  40: il1: (string) \\033[L
1534753214.184523 xterm-256color  41: indn: (string) \\033[%p1%dS
1534753214.184530 xterm-256color  42: invis: (string) \\033[8m
1534753214.184537 xterm-256color  43: kcbt: (string) \\033[Z
1534753214.184544 xterm-256color  44: kcub1: (string) \\033OD
1534753214.184554 xterm-256color  45: kcud1: (string) \\033OB
1534753214.184566 xterm-256color  46: kcuf1: (string) \\033OC
1534753214.184578 xterm-256color  47: kcuu1: (string) \\033OA
1534753214.184589 xterm-256color  48: kDC: (string) \\033[3;2~
1534753214.184602 xterm-256color  49: kDC3: (string) \\033[3;3~
1534753214.184614 xterm-256color  50: kDC4: (string) \\033[3;4~
1534753214.184626 xterm-256color  51: kDC5: (string) \\033[3;5~
1534753214.184638 xterm-256color  52: kDC6: (string) \\033[3;6~
1534753214.184648 xterm-256color  53: kDC7: (string) \\033[3;7~
1534753214.184657 xterm-256color  54: kdch1: (string) \\033[3~
1534753214.184664 xterm-256color  55: kDN: (string) \\033[1;2B
1534753214.184672 xterm-256color  56: kDN3: (string) \\033[1;3B
1534753214.184679 xterm-256color  57: kDN4: (string) \\033[1;4B
1534753214.184686 xterm-256color  58: kDN5: (string) \\033[1;5B
1534753214.184694 xterm-256color  59: kDN6: (string) \\033[1;6B
1534753214.184701 xterm-256color  60: kDN7: (string) \\033[1;7B
1534753214.184709 xterm-256color  61: kend: (string) \\033OF
1534753214.184716 xterm-256color  62: kEND: (string) \\033[1;2F
1534753214.184723 xterm-256color  63: kEND3: (string) \\033[1;3F
1534753214.184731 xterm-256color  64: kEND4: (string) \\033[1;4F
1534753214.184738 xterm-256color  65: kEND5: (string) \\033[1;5F
1534753214.184746 xterm-256color  66: kEND6: (string) \\033[1;6F
1534753214.184753 xterm-256color  67: kEND7: (string) \\033[1;7F
1534753214.184760 xterm-256color  68: kf1: (string) \\033OP
1534753214.184768 xterm-256color  69: kf10: (string) \\033[21~
1534753214.184775 xterm-256color  70: kf11: (string) \\033[23~
1534753214.184783 xterm-256color  71: kf12: (string) \\033[24~
1534753214.184790 xterm-256color  72: kf13: (string) \\033[1;2P
1534753214.184798 xterm-256color  73: kf14: (string) \\033[1;2Q
1534753214.184805 xterm-256color  74: kf15: (string) \\033[1;2R
1534753214.184812 xterm-256color  75: kf16: (string) \\033[1;2S
1534753214.184822 xterm-256color  76: kf17: (string) \\033[15;2~
1534753214.184831 xterm-256color  77: kf18: (string) \\033[17;2~
1534753214.184838 xterm-256color  78: kf19: (string) \\033[18;2~
1534753214.184845 xterm-256color  79: kf2: (string) \\033OQ
1534753214.184853 xterm-256color  80: kf20: (string) \\033[19;2~
1534753214.184860 xterm-256color  81: kf21: (string) \\033[20;2~
1534753214.184884 xterm-256color  82: kf22: (string) \\033[21;2~
1534753214.184892 xterm-256color  83: kf23: (string) \\033[23;2~
1534753214.184899 xterm-256color  84: kf24: (string) \\033[24;2~
1534753214.184906 xterm-256color  85: kf25: (string) \\033[1;5P
1534753214.184914 xterm-256color  86: kf26: (string) \\033[1;5Q
1534753214.184921 xterm-256color  87: kf27: (string) \\033[1;5R
1534753214.184928 xterm-256color  88: kf28: (string) \\033[1;5S
1534753214.184940 xterm-256color  89: kf29: (string) \\033[15;5~
1534753214.184948 xterm-256color  90: kf3: (string) \\033OR
1534753214.184955 xterm-256color  91: kf30: (string) \\033[17;5~
1534753214.184963 xterm-256color  92: kf31: (string) \\033[18;5~
1534753214.184970 xterm-256color  93: kf32: (string) \\033[19;5~
1534753214.184978 xterm-256color  94: kf33: (string) \\033[20;5~
1534753214.184986 xterm-256color  95: kf34: (string) \\033[21;5~
1534753214.184993 xterm-256color  96: kf35: (string) \\033[23;5~
1534753214.185002 xterm-256color  97: kf36: (string) \\033[24;5~
1534753214.185009 xterm-256color  98: kf37: (string) \\033[1;6P
1534753214.185016 xterm-256color  99: kf38: (string) \\033[1;6Q
1534753214.185024 xterm-256color 100: kf39: (string) \\033[1;6R
1534753214.185031 xterm-256color 101: kf4: (string) \\033OS
1534753214.185038 xterm-256color 102: kf40: (string) \\033[1;6S
1534753214.185046 xterm-256color 103: kf41: (string) \\033[15;6~
1534753214.185053 xterm-256color 104: kf42: (string) \\033[17;6~
1534753214.185060 xterm-256color 105: kf43: (string) \\033[18;6~
1534753214.185067 xterm-256color 106: kf44: (string) \\033[19;6~
1534753214.185074 xterm-256color 107: kf45: (string) \\033[20;6~
1534753214.185082 xterm-256color 108: kf46: (string) \\033[21;6~
1534753214.185089 xterm-256color 109: kf47: (string) \\033[23;6~
1534753214.185096 xterm-256color 110: kf48: (string) \\033[24;6~
1534753214.185104 xterm-256color 111: kf49: (string) \\033[1;3P
1534753214.185111 xterm-256color 112: kf5: (string) \\033[15~
1534753214.185119 xterm-256color 113: kf50: (string) \\033[1;3Q
1534753214.185126 xterm-256color 114: kf51: (string) \\033[1;3R
1534753214.185133 xterm-256color 115: kf52: (string) \\033[1;3S
1534753214.185141 xterm-256color 116: kf53: (string) \\033[15;3~
1534753214.185148 xterm-256color 117: kf54: (string) \\033[17;3~
1534753214.185155 xterm-256color 118: kf55: (string) \\033[18;3~
1534753214.185162 xterm-256color 119: kf56: (string) \\033[19;3~
1534753214.185169 xterm-256color 120: kf57: (string) \\033[20;3~
1534753214.185176 xterm-256color 121: kf58: (string) \\033[21;3~
1534753214.185184 xterm-256color 122: kf59: (string) \\033[23;3~
1534753214.185191 xterm-256color 123: kf6: (string) \\033[17~
1534753214.185198 xterm-256color 124: kf60: (string) \\033[24;3~
1534753214.185205 xterm-256color 125: kf61: (string) \\033[1;4P
1534753214.185212 xterm-256color 126: kf62: (string) \\033[1;4Q
1534753214.185220 xterm-256color 127: kf63: (string) \\033[1;4R
1534753214.185227 xterm-256color 128: kf7: (string) \\033[18~
1534753214.185234 xterm-256color 129: kf8: (string) \\033[19~
1534753214.185241 xterm-256color 130: kf9: (string) \\033[20~
1534753214.185249 xterm-256color 131: kHOM: (string) \\033[1;2H
1534753214.185256 xterm-256color 132: kHOM3: (string) \\033[1;3H
1534753214.185263 xterm-256color 133: kHOM4: (string) \\033[1;4H
1534753214.185270 xterm-256color 134: kHOM5: (string) \\033[1;5H
1534753214.185278 xterm-256color 135: kHOM6: (string) \\033[1;6H
1534753214.185285 xterm-256color 136: kHOM7: (string) \\033[1;7H
1534753214.185292 xterm-256color 137: khome: (string) \\033OH
1534753214.185299 xterm-256color 138: kIC: (string) \\033[2;2~
1534753214.185307 xterm-256color 139: kIC3: (string) \\033[2;3~
1534753214.185314 xterm-256color 140: kIC4: (string) \\033[2;4~
1534753214.185321 xterm-256color 141: kIC5: (string) \\033[2;5~
1534753214.185329 xterm-256color 142: kIC6: (string) \\033[2;6~
1534753214.185336 xterm-256color 143: kIC7: (string) \\033[2;7~
1534753214.185343 xterm-256color 144: kich1: (string) \\033[2~
1534753214.185350 xterm-256color 145: kind: (string) \\033[1;2B
1534753214.185372 xterm-256color 146: kLFT: (string) \\033[1;2D
1534753214.185380 xterm-256color 147: kLFT3: (string) \\033[1;3D
1534753214.185388 xterm-256color 148: kLFT4: (string) \\033[1;4D
1534753214.185395 xterm-256color 149: kLFT5: (string) \\033[1;5D
1534753214.185402 xterm-256color 150: kLFT6: (string) \\033[1;6D
1534753214.185412 xterm-256color 151: kLFT7: (string) \\033[1;7D
1534753214.185419 xterm-256color 152: kmous: (string) \\033[M
1534753214.185426 xterm-256color 153: knp: (string) \\033[6~
1534753214.185433 xterm-256color 154: kNXT: (string) \\033[6;2~
1534753214.185441 xterm-256color 155: kNXT3: (string) \\033[6;3~
1534753214.185448 xterm-256color 156: kNXT4: (string) \\033[6;4~
1534753214.185456 xterm-256color 157: kNXT5: (string) \\033[6;5~
1534753214.185463 xterm-256color 158: kNXT6: (string) \\033[6;6~
1534753214.185471 xterm-256color 159: kNXT7: (string) \\033[6;7~
1534753214.185478 xterm-256color 160: kpp: (string) \\033[5~
1534753214.185485 xterm-256color 161: kPRV: (string) \\033[5;2~
1534753214.185492 xterm-256color 162: kPRV3: (string) \\033[5;3~
1534753214.185500 xterm-256color 163: kPRV4: (string) \\033[5;4~
1534753214.185507 xterm-256color 164: kPRV5: (string) \\033[5;5~
1534753214.185515 xterm-256color 165: kPRV6: (string) \\033[5;6~
1534753214.185524 xterm-256color 166: kPRV7: (string) \\033[5;7~
1534753214.185533 xterm-256color 167: kri: (string) \\033[1;2A
1534753214.185542 xterm-256color 168: kRIT: (string) \\033[1;2C
1534753214.185550 xterm-256color 169: kRIT3: (string) \\033[1;3C
1534753214.185557 xterm-256color 170: kRIT4: (string) \\033[1;4C
1534753214.185565 xterm-256color 171: kRIT5: (string) \\033[1;5C
1534753214.185572 xterm-256color 172: kRIT6: (string) \\033[1;6C
1534753214.185579 xterm-256color 173: kRIT7: (string) \\033[1;7C
1534753214.185587 xterm-256color 174: kUP: (string) \\033[1;2A
1534753214.185594 xterm-256color 175: kUP3: (string) \\033[1;3A
1534753214.185603 xterm-256color 176: kUP4: (string) \\033[1;4A
1534753214.185615 xterm-256color 177: kUP5: (string) \\033[1;5A
1534753214.185627 xterm-256color 178: kUP6: (string) \\033[1;6A
1534753214.185638 xterm-256color 179: kUP7: (string) \\033[1;7A
1534753214.185649 xterm-256color 180: Ms: (string) \\033]52;%p1%s;%p2%s\\007
1534753214.185661 xterm-256color 181: op: (string) \\033[39;49m
1534753214.185671 xterm-256color 182: rev: (string) \\033[7m
1534753214.185678 xterm-256color 183: RGB: [missing]
